case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
n-body	four-core	typerb-native	11	11	26.3049	26.3016	524288	pass
n-body	four-core	typerb-go	11	11	7.54039	7.55468	3940352	pass
n-body	four-core	c	11	11	2.97619	2.97329	786432	pass
n-body	four-core	cpp	11	11	2.73523	2.73265	954368	pass
n-body	four-core	go	11	11	3.59955	3.60281	3694592	pass
n-body	four-core	rust	11	11	3.50305	3.49983	1216512	pass
n-body	four-core	java	11	11	5.00337	4.9544	51339264	pass
