stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,0.90,64237568,0,0.89
b3-b4,1,0.90,64516096,0,0.90
b2-b3,2,0.90,64491520,0,0.90
b3-b4,2,0.90,64249856,0,0.89
b2-b3,3,0.90,64372736,0,0.90
b3-b4,3,0.91,64225280,0,0.90
b2-b3,4,0.92,64315392,0,0.92
b3-b4,4,0.92,64253952,0,0.91
b2-b3,5,0.90,64540672,0,0.89
b3-b4,5,0.90,64385024,0,0.90
b2-b3,6,0.90,64471040,0,0.89
b3-b4,6,0.90,64335872,0,0.89
b2-b3,7,0.90,64598016,0,0.90
b3-b4,7,0.91,64380928,0,0.90
