case	candidate	metric	median	maximum_observation	maximum_median_ratio	maximum_ratio	status
fannkuch-redux	baseline	walltime	0.514175	0.5145414189999542	1.000713	2.00	pass
fannkuch-redux	baseline	cputime	0.512145	0.512298	1.000299	2.00	pass
fannkuch-redux	baseline	memory	524288	524288	1.000000	2.00	pass
fannkuch-redux	candidate	walltime	0.514279	0.5146863140000164	1.000792	2.00	pass
fannkuch-redux	candidate	cputime	0.512188	0.512694	1.000988	2.00	pass
fannkuch-redux	candidate	memory	524288	524288	1.000000	2.00	pass
