case	candidate	metric	median	maximum_observation	maximum_median_ratio	maximum_ratio	status
fannkuch-redux	baseline	walltime	0.604774	0.6052344329999642	1.000761	2.00	pass
fannkuch-redux	baseline	cputime	0.602512	0.602966	1.000754	2.00	pass
fannkuch-redux	baseline	memory	524288	524288	1.000000	2.00	pass
fannkuch-redux	candidate	walltime	0.529404	0.530076595999958	1.001270	2.00	pass
fannkuch-redux	candidate	cputime	0.527349	0.527592	1.000461	2.00	pass
fannkuch-redux	candidate	memory	524288	524288	1.000000	2.00	pass
