case	candidate	metric	median	maximum_observation	maximum_median_ratio	maximum_ratio	status
fannkuch-redux	baseline	walltime	0.529986	0.5305002100000138	1.000970	2.00	pass
fannkuch-redux	baseline	cputime	0.527712	0.528035	1.000612	2.00	pass
fannkuch-redux	baseline	memory	524288	524288	1.000000	2.00	pass
fannkuch-redux	candidate	walltime	0.514906	0.515728509000013	1.001597	2.00	pass
fannkuch-redux	candidate	cputime	0.512618	0.513252	1.001237	2.00	pass
fannkuch-redux	candidate	memory	524288	524288	1.000000	2.00	pass
