stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,1.14,64479232,0,1.13
b3-b4,1,1.21,64626688,0,1.19
b2-b3,2,1.16,64712704,0,1.15
b3-b4,2,1.15,64503808,0,1.15
b2-b3,3,1.15,64503808,0,1.15
b3-b4,3,1.17,64548864,0,1.16
b2-b3,4,1.15,64421888,0,1.15
b3-b4,4,1.18,64552960,0,1.18
b2-b3,5,1.16,64503808,0,1.16
b3-b4,5,1.16,64581632,0,1.15
b2-b3,6,1.17,64708608,0,1.16
b3-b4,6,1.20,64614400,0,1.20
b2-b3,7,1.15,64708608,0,1.15
b3-b4,7,1.14,64487424,0,1.13
