candidate	kind	bytes	sha256
typerb-native	raw	18840	9208c525db0a46a855c8c0faee29d89d860b925d210fd4515fbfe2350a1837ee
typerb-native	stripped	18832	51d4c1909fba03185341764b30ae077d0fbad9f76051d01a6ff817377f64dd39
typerb-go	raw	2809898	8cf9e60cfe1ae466e665c1ca9359814b9318d83c6e835138351b883ccf35ab6a
typerb-go	stripped	1887832	e52d773fb4850eca6bda19a314f3a317dab60b3f74bc40aa63b1c8f2eff17862
