case	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	artifact_bytes_median	artifact_bytes_min	artifact_bytes_max	artifact_variant_count	artifact_reproducible	artifact_sha256	status
spectral-norm	typerb-native	11	11	0.210722	0.054968	78233600	18840	18840	18840	1	true	9208c525db0a46a855c8c0faee29d89d860b925d210fd4515fbfe2350a1837ee	pass
spectral-norm	typerb-go	11	11	0.482205	0.352088	160534528	2809898	2809826	2809898	11	false		pass
