case	candidate	metric	median	maximum_observation	maximum_median_ratio	maximum_ratio	status
fannkuch-redux	baseline	walltime	0.529415	0.5300259400000016	1.001154	2.00	pass
fannkuch-redux	baseline	cputime	0.527455	0.527912	1.000866	2.00	pass
fannkuch-redux	baseline	memory	438272	524288	1.196262	2.00	pass
fannkuch-redux	candidate	walltime	0.529401	0.5298649020000141	1.000876	2.00	pass
fannkuch-redux	candidate	cputime	0.527334	0.527736	1.000762	2.00	pass
fannkuch-redux	candidate	memory	430080	524288	1.219048	2.00	pass
