case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
fannkuch-redux	one-core	typerb-native	11	11	77.1176	77.1093	524288	pass
fannkuch-redux	one-core	typerb-go	11	11	45.9879	45.9781	3244032	pass
fannkuch-redux	one-core	c	11	11	27.4134	27.4091	524288	pass
fannkuch-redux	one-core	cpp	11	11	24.9587	24.9549	692224	pass
fannkuch-redux	one-core	go	11	11	24.6115	24.6032	2646016	pass
fannkuch-redux	one-core	rust	11	11	24.8695	24.8651	1200128	pass
fannkuch-redux	one-core	java	11	11	24.5715	24.509	49352704	pass
