stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,1.24,64573440,0,1.24
b3-b4,1,1.34,64634880,0,1.34
b2-b3,2,1.29,64753664,0,1.28
b3-b4,2,1.32,64479232,0,1.32
b2-b3,3,1.26,64495616,0,1.25
b3-b4,3,1.18,64475136,0,1.17
b2-b3,4,1.24,64491520,0,1.24
b3-b4,4,1.33,64528384,0,1.32
b2-b3,5,1.26,64360448,0,1.26
b3-b4,5,1.34,64577536,0,1.34
b2-b3,6,1.32,64483328,0,1.31
b3-b4,6,1.20,64344064,0,1.20
b2-b3,7,1.19,64491520,0,1.18
b3-b4,7,1.16,64475136,0,1.16
