case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
n-body	four-core	typerb-native	11	11	11.461	11.4584	524288	pass
n-body	four-core	typerb-go	11	11	6.17263	6.18468	3805184	pass
n-body	four-core	c	11	11	2.97589	2.97338	696320	pass
n-body	four-core	cpp	11	11	2.73238	2.72979	700416	pass
n-body	four-core	go	11	11	3.59886	3.60273	3682304	pass
n-body	four-core	rust	11	11	3.51357	3.50987	1212416	pass
n-body	four-core	java	11	11	4.99321	4.94356	51060736	pass
