case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
spectral-norm	one-core	typerb-native	11	11	5.17995	5.17777	1220608	pass
spectral-norm	one-core	typerb-go	11	11	5.63669	5.62998	7184384	pass
spectral-norm	one-core	c	11	11	1.78808	1.78568	696320	pass
spectral-norm	one-core	cpp	11	11	1.8394	1.8369	942080	pass
spectral-norm	one-core	go	11	11	3.22025	3.213	3928064	pass
spectral-norm	one-core	rust	11	11	1.79872	1.79552	1437696	pass
spectral-norm	one-core	java	11	11	1.93306	1.88953	50057216	pass
