case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
spectral-norm	four-core	typerb-native	11	11	3.32774	3.32604	1212416	pass
spectral-norm	four-core	typerb-go	11	11	5.63608	5.64575	7991296	pass
spectral-norm	four-core	c	11	11	1.78724	1.78552	679936	pass
spectral-norm	four-core	cpp	11	11	1.8388	1.83673	946176	pass
spectral-norm	four-core	go	11	11	3.22078	3.22122	4603904	pass
spectral-norm	four-core	rust	11	11	0.460627	1.80064	2236416	pass
spectral-norm	four-core	java	11	11	1.8984	1.87973	52310016	pass
