candidate	kind	bytes	sha256
typerb-native	raw	22128	5ac3719b7ed4f7d195577317cacf1b6d2ee6ce5601a621b1b39103cc25d2c2fe
typerb-native	stripped	22120	0bd3619f540a6f2efe88ec9e96b502b0f6fb3ef171f9d2da4d8d2718cc7abd7f
typerb-go	raw	2815362	dd98cc69c9f5dc6f227520daa21d7c95c9d4004b3c35703b504bad0c28c21aaa
typerb-go	stripped	1887832	f5d046e0a699173cdf87696c08170f8a535855d650c7254d893bcc8287bc709a
