candidate	kind	bytes	sha256
typerb-native	raw	19888	47d29028af58b981de859e5574222508ddee62abc284b6ff3b926f300b413d19
typerb-native	stripped	19880	c06c0df08a192d6cc05030c1056c20161a006945501ca109427796761fda4080
typerb-go	raw	2809898	0ee6b92228e331e301680e6704aa7fc44e2ed443eef19a508f80bd5367fc10dc
typerb-go	stripped	1887832	31dfc529c1572026878f70bab42f813076790ff83fc9ad76d6805e9f7fdc308f
