metric,case,candidate,iteration,value,status
runtime,aggregate-values,go-size,38,0.011804,0
runtime,aggregate-values,go,39,0.008345,0
runtime,aggregate-values,native,39,0.011,0
runtime,aggregate-values,go-size,39,0.008117,0
runtime,aggregate-values,native,40,0.00655,0
runtime,aggregate-values,go,40,0.012635,0
runtime,aggregate-values,go-size,40,0.008296,0
runtime,aggregate-values,go,41,0.0118,0
runtime,aggregate-values,native,41,0.006303,0
runtime,aggregate-values,go-size,41,0.012225,0
runtime,aggregate-values,native,42,0.006629,0
runtime,aggregate-values,go,42,0.00801,0
runtime,aggregate-values,go-size,42,0.008515,0
runtime,aggregate-values,go,43,0.007463,0
runtime,aggregate-values,native,43,0.012294,0
runtime,aggregate-values,go-size,43,0.008796,0
runtime,aggregate-values,native,44,0.006413,0
runtime,aggregate-values,go,44,0.008076,0
runtime,aggregate-values,go-size,44,0.008471,0
runtime,aggregate-values,go,45,0.012027,0
runtime,aggregate-values,native,45,0.010099,0
runtime,aggregate-values,go-size,45,0.007822,0
runtime,aggregate-values,native,46,0.006094,0
runtime,aggregate-values,go,46,0.006714,0
runtime,aggregate-values,go-size,46,0.007492,0
runtime,aggregate-values,go,47,0.007874,0
runtime,aggregate-values,native,47,0.006915,0
runtime,aggregate-values,go-size,47,0.007149,0
runtime,aggregate-values,native,48,0.008323,0
runtime,aggregate-values,go,48,0.010786,0
runtime,aggregate-values,go-size,48,0.007487,0
runtime,aggregate-values,go,49,0.010298,0
runtime,aggregate-values,native,49,0.00689,0
runtime,aggregate-values,go-size,49,0.009886,0
build-total,result-control-flow,native,0,0.135146,0
build-snapshot,result-control-flow,native,0,0.021423,0
build-decode,result-control-flow,native,0,0.001758,0
build-emit,result-control-flow,native,0,0.000251,0
build-qbe,result-control-flow,native,0,0.011951,0
build-link,result-control-flow,native,0,0.0896,0
build-total,result-control-flow,go,0,2.882411,0
build-total,result-control-flow,go-size,0,3.636427,0
build-total,result-control-flow,go,1,0.30278,0
build-total,result-control-flow,native,1,0.157585,0
build-snapshot,result-control-flow,native,1,0.032389,0
build-decode,result-control-flow,native,1,0.000976,0
build-emit,result-control-flow,native,1,0.000269,0
build-qbe,result-control-flow,native,1,0.012573,0
build-link,result-control-flow,native,1,0.099565,0
build-total,result-control-flow,go-size,1,0.213957,0
build-total,result-control-flow,native,2,0.254049,0
build-snapshot,result-control-flow,native,2,0.070656,0
build-decode,result-control-flow,native,2,0.002403,0
build-emit,result-control-flow,native,2,0.000728,0
build-qbe,result-control-flow,native,2,0.013875,0
build-link,result-control-flow,native,2,0.121393,0
build-total,result-control-flow,go,2,0.334013,0
build-total,result-control-flow,go-size,2,1.13531,0
build-total,result-control-flow,go,3,0.209249,0
build-total,result-control-flow,native,3,0.137185,0
build-snapshot,result-control-flow,native,3,0.015576,0
build-decode,result-control-flow,native,3,0.000889,0
build-emit,result-control-flow,native,3,0.000239,0
build-qbe,result-control-flow,native,3,0.012329,0
build-link,result-control-flow,native,3,0.095313,0
build-total,result-control-flow,go-size,3,0.18253,0
build-total,result-control-flow,native,4,0.136484,0
build-snapshot,result-control-flow,native,4,0.019331,0
build-decode,result-control-flow,native,4,0.000799,0
build-emit,result-control-flow,native,4,0.000245,0
build-qbe,result-control-flow,native,4,0.011167,0
build-link,result-control-flow,native,4,0.091431,0
build-total,result-control-flow,go,4,0.186758,0
build-total,result-control-flow,go-size,4,0.163636,0
build-total,result-control-flow,go,5,0.179253,0
build-total,result-control-flow,native,5,0.127894,0
build-snapshot,result-control-flow,native,5,0.016034,0
build-decode,result-control-flow,native,5,0.000796,0
build-emit,result-control-flow,native,5,0.000272,0
build-qbe,result-control-flow,native,5,0.007896,0
build-link,result-control-flow,native,5,0.087359,0
build-total,result-control-flow,go-size,5,0.189449,0
build-total,result-control-flow,native,6,0.132802,0
build-snapshot,result-control-flow,native,6,0.018092,0
build-decode,result-control-flow,native,6,0.000784,0
build-emit,result-control-flow,native,6,0.00023,0
build-qbe,result-control-flow,native,6,0.009587,0
build-link,result-control-flow,native,6,0.081312,0
build-total,result-control-flow,go,6,0.201838,0
build-total,result-control-flow,go-size,6,0.19968,0
build-total,result-control-flow,go,7,0.249118,0
build-total,result-control-flow,native,7,0.1207,0
build-snapshot,result-control-flow,native,7,0.016659,0
build-decode,result-control-flow,native,7,0.001469,0
build-emit,result-control-flow,native,7,0.000234,0
build-qbe,result-control-flow,native,7,0.009198,0
build-link,result-control-flow,native,7,0.083431,0
build-total,result-control-flow,go-size,7,0.309993,0
build-total,result-control-flow,native,8,0.136165,0
build-snapshot,result-control-flow,native,8,0.017248,0
build-decode,result-control-flow,native,8,0.000775,0
build-emit,result-control-flow,native,8,0.00029,0
build-qbe,result-control-flow,native,8,0.009114,0
build-link,result-control-flow,native,8,0.098183,0
build-total,result-control-flow,go,8,0.215357,0
build-total,result-control-flow,go-size,8,0.167034,0
build-total,result-control-flow,go,9,0.202674,0
build-total,result-control-flow,native,9,0.128359,0
build-snapshot,result-control-flow,native,9,0.019136,0
build-decode,result-control-flow,native,9,0.000856,0
build-emit,result-control-flow,native,9,0.000232,0
build-qbe,result-control-flow,native,9,0.013933,0
build-link,result-control-flow,native,9,0.080997,0
build-total,result-control-flow,go-size,9,0.171771,0
build-peak-rss,result-control-flow,native,0,35880960,0
build-peak-rss,result-control-flow,go,0,70500352,0
build-peak-rss,result-control-flow,go-size,0,60948480,0
size-raw,result-control-flow,native,0,50664,0
size-raw,result-control-flow,go,0,2429746,0
size-raw,result-control-flow,go-size,0,1587730,0
size-stripped,result-control-flow,native,0,50032,0
size-stripped,result-control-flow,go,0,2330816,0
size-stripped,result-control-flow,go-size,0,1587784,0
runtime-peak-rss,result-control-flow,native,0,1359872,0
runtime-peak-rss,result-control-flow,go,0,3981312,0
runtime-peak-rss,result-control-flow,go-size,0,4046848,0
runtime,result-control-flow,native,0,0.011459,0
runtime,result-control-flow,go,0,0.009021,0
runtime,result-control-flow,go-size,0,0.008364,0
runtime,result-control-flow,go,1,0.011093,0
runtime,result-control-flow,native,1,0.007768,0
runtime,result-control-flow,go-size,1,0.01061,0
runtime,result-control-flow,native,2,0.010282,0
runtime,result-control-flow,go,2,0.02043,0
runtime,result-control-flow,go-size,2,0.011706,0
runtime,result-control-flow,go,3,0.010969,0
runtime,result-control-flow,native,3,0.009668,0
runtime,result-control-flow,go-size,3,0.010499,0
runtime,result-control-flow,native,4,0.010266,0
runtime,result-control-flow,go,4,0.009209,0
runtime,result-control-flow,go-size,4,0.01322,0
runtime,result-control-flow,go,5,0.013913,0
runtime,result-control-flow,native,5,0.006576,0
runtime,result-control-flow,go-size,5,0.0111,0
runtime,result-control-flow,native,6,0.007252,0
runtime,result-control-flow,go,6,0.00835,0
runtime,result-control-flow,go-size,6,0.011267,0
runtime,result-control-flow,go,7,0.012914,0
runtime,result-control-flow,native,7,0.008847,0
runtime,result-control-flow,go-size,7,0.011434,0
runtime,result-control-flow,native,8,0.007198,0
runtime,result-control-flow,go,8,0.01283,0
runtime,result-control-flow,go-size,8,0.0089,0
runtime,result-control-flow,go,9,0.011278,0
runtime,result-control-flow,native,9,0.00783,0
runtime,result-control-flow,go-size,9,0.011045,0
runtime,result-control-flow,native,10,0.007559,0
runtime,result-control-flow,go,10,0.012535,0
runtime,result-control-flow,go-size,10,0.010063,0
runtime,result-control-flow,go,11,0.012763,0
runtime,result-control-flow,native,11,0.00946,0
runtime,result-control-flow,go-size,11,0.008739,0
runtime,result-control-flow,native,12,0.007421,0
runtime,result-control-flow,go,12,0.00922,0
runtime,result-control-flow,go-size,12,0.011095,0
runtime,result-control-flow,go,13,0.007839,0
runtime,result-control-flow,native,13,0.010561,0
runtime,result-control-flow,go-size,13,0.009038,0
runtime,result-control-flow,native,14,0.006443,0
runtime,result-control-flow,go,14,0.007275,0
runtime,result-control-flow,go-size,14,0.007743,0
runtime,result-control-flow,go,15,0.00776,0
runtime,result-control-flow,native,15,0.010142,0
runtime,result-control-flow,go-size,15,0.00691,0
runtime,result-control-flow,native,16,0.00541,0
runtime,result-control-flow,go,16,0.007005,0
runtime,result-control-flow,go-size,16,0.006512,0
runtime,result-control-flow,go,17,0.010135,0
runtime,result-control-flow,native,17,0.006782,0
runtime,result-control-flow,go-size,17,0.011945,0
runtime,result-control-flow,native,18,0.011623,0
runtime,result-control-flow,go,18,0.012641,0
runtime,result-control-flow,go-size,18,0.011961,0
runtime,result-control-flow,go,19,0.011926,0
runtime,result-control-flow,native,19,0.007596,0
runtime,result-control-flow,go-size,19,0.029706,0
runtime,result-control-flow,native,20,0.008898,0
runtime,result-control-flow,go,20,0.018266,0
runtime,result-control-flow,go-size,20,0.009138,0
runtime,result-control-flow,go,21,0.008306,0
runtime,result-control-flow,native,21,0.006225,0
runtime,result-control-flow,go-size,21,0.00981,0
runtime,result-control-flow,native,22,0.007827,0
runtime,result-control-flow,go,22,0.006674,0
runtime,result-control-flow,go-size,22,0.008786,0
runtime,result-control-flow,go,23,0.006805,0
runtime,result-control-flow,native,23,0.005886,0
runtime,result-control-flow,go-size,23,0.007206,0
runtime,result-control-flow,native,24,0.006609,0
runtime,result-control-flow,go,24,0.007029,0
runtime,result-control-flow,go-size,24,0.007106,0
runtime,result-control-flow,go,25,0.007178,0
runtime,result-control-flow,native,25,0.005747,0
runtime,result-control-flow,go-size,25,0.006928,0
runtime,result-control-flow,native,26,0.005895,0
runtime,result-control-flow,go,26,0.006995,0
runtime,result-control-flow,go-size,26,0.007094,0
runtime,result-control-flow,go,27,0.006655,0
runtime,result-control-flow,native,27,0.005785,0
runtime,result-control-flow,go-size,27,0.006911,0
runtime,result-control-flow,native,28,0.005838,0
runtime,result-control-flow,go,28,0.006893,0
runtime,result-control-flow,go-size,28,0.006752,0
runtime,result-control-flow,go,29,0.006214,0
runtime,result-control-flow,native,29,0.005752,0
runtime,result-control-flow,go-size,29,0.006816,0
runtime,result-control-flow,native,30,0.005965,0
runtime,result-control-flow,go,30,0.007272,0
runtime,result-control-flow,go-size,30,0.00658,0
runtime,result-control-flow,go,31,0.007444,0
runtime,result-control-flow,native,31,0.008606,0
runtime,result-control-flow,go-size,31,0.00747,0
runtime,result-control-flow,native,32,0.006632,0
runtime,result-control-flow,go,32,0.01198,0
runtime,result-control-flow,go-size,32,0.007284,0
runtime,result-control-flow,go,33,0.011478,0
runtime,result-control-flow,native,33,0.006354,0
runtime,result-control-flow,go-size,33,0.008104,0
runtime,result-control-flow,native,34,0.01037,0
runtime,result-control-flow,go,34,0.007873,0
runtime,result-control-flow,go-size,34,0.011105,0
runtime,result-control-flow,go,35,0.008,0
runtime,result-control-flow,native,35,0.006468,0
runtime,result-control-flow,go-size,35,0.007954,0
runtime,result-control-flow,native,36,0.007926,0
runtime,result-control-flow,go,36,0.01139,0
runtime,result-control-flow,go-size,36,0.007639,0
runtime,result-control-flow,go,37,0.006837,0
runtime,result-control-flow,native,37,0.005919,0
runtime,result-control-flow,go-size,37,0.007289,0
runtime,result-control-flow,native,38,0.007588,0
runtime,result-control-flow,go,38,0.00701,0
runtime,result-control-flow,go-size,38,0.008111,0
runtime,result-control-flow,go,39,0.011595,0
runtime,result-control-flow,native,39,0.006675,0
runtime,result-control-flow,go-size,39,0.011289,0
runtime,result-control-flow,native,40,0.010953,0
runtime,result-control-flow,go,40,0.010884,0
runtime,result-control-flow,go-size,40,0.007613,0
runtime,result-control-flow,go,41,0.008672,0
runtime,result-control-flow,native,41,0.008599,0
runtime,result-control-flow,go-size,41,0.011539,0
runtime,result-control-flow,native,42,0.007508,0
runtime,result-control-flow,go,42,0.011509,0
runtime,result-control-flow,go-size,42,0.008004,0
runtime,result-control-flow,go,43,0.008987,0
runtime,result-control-flow,native,43,0.00933,0
runtime,result-control-flow,go-size,43,0.009424,0
runtime,result-control-flow,native,44,0.009402,0
runtime,result-control-flow,go,44,0.007873,0
runtime,result-control-flow,go-size,44,0.010863,0
runtime,result-control-flow,go,45,0.00825,0
runtime,result-control-flow,native,45,0.009391,0
runtime,result-control-flow,go-size,45,0.008714,0
runtime,result-control-flow,native,46,0.008388,0
runtime,result-control-flow,go,46,0.010759,0
runtime,result-control-flow,go-size,46,0.006746,0
runtime,result-control-flow,go,47,0.016655,0
runtime,result-control-flow,native,47,0.010843,0
runtime,result-control-flow,go-size,47,0.011098,0
runtime,result-control-flow,native,48,0.009186,0
runtime,result-control-flow,go,48,0.007494,0
runtime,result-control-flow,go-size,48,0.011489,0
runtime,result-control-flow,go,49,0.010475,0
runtime,result-control-flow,native,49,0.009625,0
runtime,result-control-flow,go-size,49,0.007141,0
build-total,aggregate-kernel,native,0,0.173614,0
build-snapshot,aggregate-kernel,native,0,0.017118,0
build-decode,aggregate-kernel,native,0,0.000773,0
build-emit,aggregate-kernel,native,0,0.000175,0
build-qbe,aggregate-kernel,native,0,0.014081,0
build-link,aggregate-kernel,native,0,0.132165,0
build-total,aggregate-kernel,go,0,2.670415,0
build-total,aggregate-kernel,go-size,0,2.781405,0
build-total,aggregate-kernel,go,1,0.196515,0
build-total,aggregate-kernel,native,1,0.127473,0
build-snapshot,aggregate-kernel,native,1,0.020685,0
build-decode,aggregate-kernel,native,1,0.000664,0
build-emit,aggregate-kernel,native,1,0.000164,0
build-qbe,aggregate-kernel,native,1,0.008684,0
build-link,aggregate-kernel,native,1,0.085078,0
build-total,aggregate-kernel,go-size,1,0.212764,0
build-total,aggregate-kernel,native,2,0.121341,0
build-snapshot,aggregate-kernel,native,2,0.017235,0
build-decode,aggregate-kernel,native,2,0.000684,0
build-emit,aggregate-kernel,native,2,0.000187,0
build-qbe,aggregate-kernel,native,2,0.007896,0
build-link,aggregate-kernel,native,2,0.084197,0
build-total,aggregate-kernel,go,2,0.20183,0
build-total,aggregate-kernel,go-size,2,0.161398,0
build-total,aggregate-kernel,go,3,0.18864,0
build-total,aggregate-kernel,native,3,0.124638,0
build-snapshot,aggregate-kernel,native,3,0.016021,0
build-decode,aggregate-kernel,native,3,0.000647,0
build-emit,aggregate-kernel,native,3,0.000163,0
build-qbe,aggregate-kernel,native,3,0.008629,0
build-link,aggregate-kernel,native,3,0.085736,0
build-total,aggregate-kernel,go-size,3,0.201284,0
build-total,aggregate-kernel,native,4,0.110197,0
build-snapshot,aggregate-kernel,native,4,0.017991,0
build-decode,aggregate-kernel,native,4,0.00068,0
build-emit,aggregate-kernel,native,4,0.000168,0
build-qbe,aggregate-kernel,native,4,0.007132,0
build-link,aggregate-kernel,native,4,0.074,0
build-total,aggregate-kernel,go,4,0.180059,0
build-total,aggregate-kernel,go-size,4,0.164383,0
build-total,aggregate-kernel,go,5,0.193811,0
build-total,aggregate-kernel,native,5,0.128179,0
build-snapshot,aggregate-kernel,native,5,0.020559,0
build-decode,aggregate-kernel,native,5,0.000669,0
build-emit,aggregate-kernel,native,5,0.000217,0
build-qbe,aggregate-kernel,native,5,0.007892,0
build-link,aggregate-kernel,native,5,0.085328,0
build-total,aggregate-kernel,go-size,5,0.155455,0
build-total,aggregate-kernel,native,6,0.235379,0
build-snapshot,aggregate-kernel,native,6,0.033013,0
build-decode,aggregate-kernel,native,6,0.000678,0
build-emit,aggregate-kernel,native,6,0.00017,0
build-qbe,aggregate-kernel,native,6,0.031591,0
build-link,aggregate-kernel,native,6,0.154126,0
build-total,aggregate-kernel,go,6,0.176011,0
build-total,aggregate-kernel,go-size,6,0.176858,0
build-total,aggregate-kernel,go,7,0.176142,0
build-total,aggregate-kernel,native,7,0.102525,0
build-snapshot,aggregate-kernel,native,7,0.015336,0
build-decode,aggregate-kernel,native,7,0.000627,0
build-emit,aggregate-kernel,native,7,0.00016,0
build-qbe,aggregate-kernel,native,7,0.007549,0
build-link,aggregate-kernel,native,7,0.070847,0
build-total,aggregate-kernel,go-size,7,0.16223,0
build-total,aggregate-kernel,native,8,0.10802,0
build-snapshot,aggregate-kernel,native,8,0.019084,0
build-decode,aggregate-kernel,native,8,0.000743,0
build-emit,aggregate-kernel,native,8,0.000193,0
build-qbe,aggregate-kernel,native,8,0.00737,0
build-link,aggregate-kernel,native,8,0.066908,0
build-total,aggregate-kernel,go,8,0.20401,0
build-total,aggregate-kernel,go-size,8,0.156737,0
build-total,aggregate-kernel,go,9,0.179742,0
build-total,aggregate-kernel,native,9,0.121674,0
build-snapshot,aggregate-kernel,native,9,0.014933,0
build-decode,aggregate-kernel,native,9,0.000668,0
build-emit,aggregate-kernel,native,9,0.000163,0
build-qbe,aggregate-kernel,native,9,0.011669,0
build-link,aggregate-kernel,native,9,0.085316,0
build-total,aggregate-kernel,go-size,9,0.169899,0
build-peak-rss,aggregate-kernel,native,0,35733504,0
build-peak-rss,aggregate-kernel,go,0,69074944,0
build-peak-rss,aggregate-kernel,go-size,0,60768256,0
size-raw,aggregate-kernel,native,0,50600,0
size-raw,aggregate-kernel,go,0,2429746,0
size-raw,aggregate-kernel,go-size,0,1587730,0
size-stripped,aggregate-kernel,native,0,50032,0
size-stripped,aggregate-kernel,go,0,2330816,0
size-stripped,aggregate-kernel,go-size,0,1587784,0
runtime-peak-rss,aggregate-kernel,native,0,1359872,0
runtime-peak-rss,aggregate-kernel,go,0,4227072,0
runtime-peak-rss,aggregate-kernel,go-size,0,4096000,0
runtime,aggregate-kernel,native,0,0.023364,0
runtime,aggregate-kernel,go,0,0.019434,0
runtime,aggregate-kernel,go-size,0,0.029152,0
runtime,aggregate-kernel,go,1,0.020534,0
runtime,aggregate-kernel,native,1,0.023809,0
runtime,aggregate-kernel,go-size,1,0.019919,0
runtime,aggregate-kernel,native,2,0.023495,0
runtime,aggregate-kernel,go,2,0.018892,0
runtime,aggregate-kernel,go-size,2,0.019191,0
runtime,aggregate-kernel,go,3,0.019552,0
runtime,aggregate-kernel,native,3,0.023241,0
runtime,aggregate-kernel,go-size,3,0.019179,0
runtime,aggregate-kernel,native,4,0.023827,0
runtime,aggregate-kernel,go,4,0.020955,0
runtime,aggregate-kernel,go-size,4,0.018899,0
runtime,aggregate-kernel,go,5,0.018954,0
runtime,aggregate-kernel,native,5,0.022849,0
runtime,aggregate-kernel,go-size,5,0.020154,0
runtime,aggregate-kernel,native,6,0.02288,0
runtime,aggregate-kernel,go,6,0.02028,0
runtime,aggregate-kernel,go-size,6,0.023097,0
runtime,aggregate-kernel,go,7,0.019719,0
