name	artifact_id	archive_bytes	github_sha256
benchmarksgame-runtime-fannkuch-redux	9829420974	392574	77ac0f8715aea825ea6d2cccfd706fe286029d267f9317c7b2523741465c5f97
benchmarksgame-runtime-n-body	9827159042	388330	55c2155e4cc2c6cbb05a4815c03df063670dd1881ad01b1928fa76fd3ef88e55
benchmarksgame-runtime-spectral-norm	9826987651	386283	77fbd3c2d6ae5b5886c021a420dac2e99ed3f13d33200e9638839745590f42cb
