case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
spectral-norm	one-core	typerb-native	11	11	2.30664	2.30419	1220608	pass
spectral-norm	one-core	typerb-go	11	11	5.63682	5.62991	7200768	pass
spectral-norm	one-core	c	11	11	1.78875	1.78566	962560	pass
spectral-norm	one-core	cpp	11	11	1.83978	1.83689	958464	pass
spectral-norm	one-core	go	11	11	3.21933	3.21303	3952640	pass
spectral-norm	one-core	rust	11	11	1.79906	1.79521	1716224	pass
spectral-norm	one-core	java	11	11	1.95483	1.88874	50327552	pass
