metric,case,candidate,iteration,value,status
runtime,integer-kernel,go-size,13,0.019042,0
runtime,integer-kernel,native,14,0.022834,0
runtime,integer-kernel,go,14,0.0162,0
runtime,integer-kernel,go-size,14,0.01975,0
runtime,integer-kernel,go,15,0.019422,0
runtime,integer-kernel,native,15,0.024573,0
runtime,integer-kernel,go-size,15,0.019315,0
runtime,integer-kernel,native,16,0.021915,0
runtime,integer-kernel,go,16,0.021524,0
runtime,integer-kernel,go-size,16,0.015938,0
runtime,integer-kernel,go,17,0.019616,0
runtime,integer-kernel,native,17,0.020061,0
runtime,integer-kernel,go-size,17,0.016842,0
runtime,integer-kernel,native,18,0.0229,0
runtime,integer-kernel,go,18,0.020606,0
runtime,integer-kernel,go-size,18,0.019715,0
runtime,integer-kernel,go,19,0.020629,0
runtime,integer-kernel,native,19,0.023494,0
runtime,integer-kernel,go-size,19,0.019628,0
runtime,integer-kernel,native,20,0.024136,0
runtime,integer-kernel,go,20,0.0197,0
runtime,integer-kernel,go-size,20,0.020358,0
runtime,integer-kernel,go,21,0.024778,0
runtime,integer-kernel,native,21,0.022876,0
runtime,integer-kernel,go-size,21,0.020009,0
runtime,integer-kernel,native,22,0.022317,0
runtime,integer-kernel,go,22,0.020829,0
runtime,integer-kernel,go-size,22,0.020248,0
runtime,integer-kernel,go,23,0.01997,0
runtime,integer-kernel,native,23,0.023649,0
runtime,integer-kernel,go-size,23,0.018882,0
runtime,integer-kernel,native,24,0.022507,0
runtime,integer-kernel,go,24,0.01937,0
runtime,integer-kernel,go-size,24,0.020954,0
runtime,integer-kernel,go,25,0.019013,0
runtime,integer-kernel,native,25,0.022316,0
runtime,integer-kernel,go-size,25,0.019025,0
runtime,integer-kernel,native,26,0.022319,0
runtime,integer-kernel,go,26,0.02465,0
runtime,integer-kernel,go-size,26,0.022855,0
runtime,integer-kernel,go,27,0.018837,0
runtime,integer-kernel,native,27,0.02187,0
runtime,integer-kernel,go-size,27,0.023254,0
runtime,integer-kernel,native,28,0.02537,0
runtime,integer-kernel,go,28,0.020962,0
runtime,integer-kernel,go-size,28,0.019853,0
runtime,integer-kernel,go,29,0.019603,0
runtime,integer-kernel,native,29,0.021777,0
runtime,integer-kernel,go-size,29,0.019107,0
runtime,integer-kernel,native,30,0.025886,0
runtime,integer-kernel,go,30,0.023139,0
runtime,integer-kernel,go-size,30,0.01884,0
runtime,integer-kernel,go,31,0.018475,0
runtime,integer-kernel,native,31,0.022115,0
runtime,integer-kernel,go-size,31,0.01864,0
runtime,integer-kernel,native,32,0.021703,0
runtime,integer-kernel,go,32,0.019089,0
runtime,integer-kernel,go-size,32,0.019014,0
runtime,integer-kernel,go,33,0.018813,0
runtime,integer-kernel,native,33,0.021705,0
runtime,integer-kernel,go-size,33,0.018513,0
runtime,integer-kernel,native,34,0.022802,0
runtime,integer-kernel,go,34,0.019733,0
runtime,integer-kernel,go-size,34,0.023324,0
runtime,integer-kernel,go,35,0.020457,0
runtime,integer-kernel,native,35,0.027923,0
runtime,integer-kernel,go-size,35,0.019138,0
runtime,integer-kernel,native,36,0.021976,0
runtime,integer-kernel,go,36,0.021746,0
runtime,integer-kernel,go-size,36,0.023714,0
runtime,integer-kernel,go,37,0.021565,0
runtime,integer-kernel,native,37,0.022639,0
runtime,integer-kernel,go-size,37,0.019513,0
runtime,integer-kernel,native,38,0.023814,0
runtime,integer-kernel,go,38,0.021313,0
runtime,integer-kernel,go-size,38,0.019314,0
runtime,integer-kernel,go,39,0.02097,0
runtime,integer-kernel,native,39,0.021806,0
runtime,integer-kernel,go-size,39,0.018947,0
runtime,integer-kernel,native,40,0.022169,0
runtime,integer-kernel,go,40,0.018419,0
runtime,integer-kernel,go-size,40,0.019334,0
runtime,integer-kernel,go,41,0.018911,0
runtime,integer-kernel,native,41,0.02391,0
runtime,integer-kernel,go-size,41,0.018618,0
runtime,integer-kernel,native,42,0.023535,0
runtime,integer-kernel,go,42,0.019592,0
runtime,integer-kernel,go-size,42,0.021356,0
runtime,integer-kernel,go,43,0.019355,0
runtime,integer-kernel,native,43,0.021572,0
runtime,integer-kernel,go-size,43,0.019224,0
runtime,integer-kernel,native,44,0.027986,0
runtime,integer-kernel,go,44,0.020936,0
runtime,integer-kernel,go-size,44,0.019099,0
runtime,integer-kernel,go,45,0.024302,0
runtime,integer-kernel,native,45,0.022401,0
runtime,integer-kernel,go-size,45,0.018977,0
runtime,integer-kernel,native,46,0.021817,0
runtime,integer-kernel,go,46,0.019,0
runtime,integer-kernel,go-size,46,0.019179,0
runtime,integer-kernel,go,47,0.018972,0
runtime,integer-kernel,native,47,0.021915,0
runtime,integer-kernel,go-size,47,0.018987,0
runtime,integer-kernel,native,48,0.021927,0
runtime,integer-kernel,go,48,0.01878,0
runtime,integer-kernel,go-size,48,0.019124,0
runtime,integer-kernel,go,49,0.019034,0
runtime,integer-kernel,native,49,0.022229,0
runtime,integer-kernel,go-size,49,0.019817,0
