candidate	kind	bytes	sha256
typerb-native	raw	19808	47e5dbb898e2a7098a7f8281a0a2404fff8ce22031aaf098981d948abd8a2ae4
typerb-native	stripped	19800	f36f97ba855afb46abc8991900632901ae50521c33d7ad2907316b8511b4bd15
typerb-go	raw	2810658	69f7f4fa79b586d47b2b117e228f140b401a596de04e9e0c76351aa0282d9d26
typerb-go	stripped	1887832	6cf6c2dea79c52127727db180eb948dd3e7f750f9f6403e3d0a27d4653f65c56
