stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,0.91,64536576,0,0.91
b3-b4,1,0.91,64401408,0,0.91
b2-b3,2,0.91,64442368,0,0.91
b3-b4,2,0.90,64286720,0,0.89
b2-b3,3,0.92,64421888,0,0.91
b3-b4,3,0.91,64253952,0,0.90
b2-b3,4,0.91,64225280,0,0.91
b3-b4,4,0.91,64278528,0,0.91
b2-b3,5,0.89,64258048,0,0.89
b3-b4,5,0.93,64249856,0,0.93
b2-b3,6,0.92,64368640,0,0.91
b3-b4,6,0.89,64577536,0,0.89
b2-b3,7,0.91,64421888,0,0.90
b3-b4,7,0.92,64315392,0,0.92
