name	artifact_id	archive_bytes	github_sha256
benchmarksgame-build-fannkuch-redux	9745285263	2504730	4b523a55965a40653308e33b1312d2c31002af286ad8b8cfd9c4e16349ed0147
benchmarksgame-build-n-body	9745286117	2520024	b23f49ee677ac596c8a9016cd6127f8d76721017eaf837da60dfdf5e71afc43c
benchmarksgame-build-spectral-norm	9745285647	2506453	684cedaad400e12ae23e74e8e588ed8b1b917804c01b2fef799c303852037399
