metric,case,candidate,iteration,value,status
build-total,utf8-strings,native,0,0.712074,0
build-snapshot,utf8-strings,native,0,0.032983,0
build-decode,utf8-strings,native,0,0.002798,0
build-emit,utf8-strings,native,0,0.00204,0
build-qbe,utf8-strings,native,0,0.02309,0
build-link,utf8-strings,native,0,0.215193,0
build-total,utf8-strings,go,0,2.593169,0
build-total,utf8-strings,go-size,0,2.487537,0
build-total,utf8-strings,go,1,0.197985,0
build-total,utf8-strings,native,1,0.12601,0
build-snapshot,utf8-strings,native,1,0.016381,0
build-decode,utf8-strings,native,1,0.001358,0
build-emit,utf8-strings,native,1,0.001696,0
build-qbe,utf8-strings,native,1,0.011724,0
build-link,utf8-strings,native,1,0.086657,0
build-total,utf8-strings,go-size,1,0.168318,0
build-total,utf8-strings,native,2,0.132279,0
build-snapshot,utf8-strings,native,2,0.015498,0
build-decode,utf8-strings,native,2,0.001467,0
build-emit,utf8-strings,native,2,0.001584,0
build-qbe,utf8-strings,native,2,0.011835,0
build-link,utf8-strings,native,2,0.091388,0
build-total,utf8-strings,go,2,0.193847,0
build-total,utf8-strings,go-size,2,0.161523,0
build-total,utf8-strings,go,3,0.174673,0
build-total,utf8-strings,native,3,0.135613,0
build-snapshot,utf8-strings,native,3,0.021362,0
build-decode,utf8-strings,native,3,0.001447,0
build-emit,utf8-strings,native,3,0.001614,0
build-qbe,utf8-strings,native,3,0.012621,0
build-link,utf8-strings,native,3,0.085109,0
build-total,utf8-strings,go-size,3,0.186626,0
build-total,utf8-strings,native,4,0.134093,0
build-snapshot,utf8-strings,native,4,0.020025,0
build-decode,utf8-strings,native,4,0.001827,0
build-emit,utf8-strings,native,4,0.001949,0
build-qbe,utf8-strings,native,4,0.014012,0
build-link,utf8-strings,native,4,0.086765,0
build-total,utf8-strings,go,4,0.192037,0
build-total,utf8-strings,go-size,4,0.155412,0
build-total,utf8-strings,go,5,0.178067,0
build-total,utf8-strings,native,5,0.132436,0
build-snapshot,utf8-strings,native,5,0.019731,0
build-decode,utf8-strings,native,5,0.00156,0
build-emit,utf8-strings,native,5,0.001787,0
build-qbe,utf8-strings,native,5,0.016527,0
build-link,utf8-strings,native,5,0.07999,0
build-total,utf8-strings,go-size,5,0.185298,0
build-total,utf8-strings,native,6,0.122645,0
build-snapshot,utf8-strings,native,6,0.014953,0
build-decode,utf8-strings,native,6,0.001642,0
build-emit,utf8-strings,native,6,0.001459,0
build-qbe,utf8-strings,native,6,0.013322,0
build-link,utf8-strings,native,6,0.082758,0
build-total,utf8-strings,go,6,0.178294,0
build-total,utf8-strings,go-size,6,0.160771,0
build-total,utf8-strings,go,7,0.186363,0
build-total,utf8-strings,native,7,0.13839,0
build-snapshot,utf8-strings,native,7,0.015406,0
build-decode,utf8-strings,native,7,0.001375,0
build-emit,utf8-strings,native,7,0.001664,0
build-qbe,utf8-strings,native,7,0.01964,0
build-link,utf8-strings,native,7,0.091613,0
build-total,utf8-strings,go-size,7,0.153877,0
build-total,utf8-strings,native,8,0.115985,0
build-snapshot,utf8-strings,native,8,0.015252,0
build-decode,utf8-strings,native,8,0.001651,0
build-emit,utf8-strings,native,8,0.001608,0
build-qbe,utf8-strings,native,8,0.012066,0
build-link,utf8-strings,native,8,0.077198,0
build-total,utf8-strings,go,8,0.38336,0
build-total,utf8-strings,go-size,8,0.202974,0
build-total,utf8-strings,go,9,0.191276,0
build-total,utf8-strings,native,9,0.157426,0
build-snapshot,utf8-strings,native,9,0.018107,0
build-decode,utf8-strings,native,9,0.001616,0
build-emit,utf8-strings,native,9,0.001801,0
build-qbe,utf8-strings,native,9,0.013262,0
build-link,utf8-strings,native,9,0.108485,0
build-total,utf8-strings,go-size,9,0.172,0
build-peak-rss,utf8-strings,native,0,35831808,0
build-peak-rss,utf8-strings,go,0,70041600,0
build-peak-rss,utf8-strings,go-size,0,60932096,0
size-raw,utf8-strings,native,0,52872,0
size-raw,utf8-strings,go,0,2429794,0
size-raw,utf8-strings,go-size,0,1587730,0
size-stripped,utf8-strings,native,0,50400,0
size-stripped,utf8-strings,go,0,2330816,0
size-stripped,utf8-strings,go-size,0,1587784,0
runtime-peak-rss,utf8-strings,native,0,2768896,0
runtime-peak-rss,utf8-strings,go,0,4177920,0
runtime-peak-rss,utf8-strings,go-size,0,4079616,0
gc-collections,utf8-strings,native,0,10,0
gc-automatic-collections,utf8-strings,native,0,9,0
gc-collection-nanoseconds,utf8-strings,native,0,4101000,0
gc-allocated-bytes,utf8-strings,native,0,10000099,0
gc-reclaimed-bytes,utf8-strings,native,0,10000099,0
gc-live-bytes,utf8-strings,native,0,0,0
runtime,utf8-strings,native,0,0.017149,0
runtime,utf8-strings,go,0,0.014103,0
runtime,utf8-strings,go-size,0,0.014961,0
runtime,utf8-strings,go,1,0.015067,0
runtime,utf8-strings,native,1,0.016731,0
runtime,utf8-strings,go-size,1,0.015636,0
runtime,utf8-strings,native,2,0.01848,0
runtime,utf8-strings,go,2,0.015552,0
runtime,utf8-strings,go-size,2,0.015535,0
runtime,utf8-strings,go,3,0.015244,0
runtime,utf8-strings,native,3,0.017847,0
runtime,utf8-strings,go-size,3,0.017712,0
runtime,utf8-strings,native,4,0.018185,0
runtime,utf8-strings,go,4,0.016761,0
runtime,utf8-strings,go-size,4,0.018713,0
runtime,utf8-strings,go,5,0.014826,0
runtime,utf8-strings,native,5,0.020896,0
runtime,utf8-strings,go-size,5,0.016272,0
runtime,utf8-strings,native,6,0.017806,0
runtime,utf8-strings,go,6,0.01641,0
runtime,utf8-strings,go-size,6,0.017529,0
runtime,utf8-strings,go,7,0.013448,0
runtime,utf8-strings,native,7,0.014185,0
runtime,utf8-strings,go-size,7,0.015407,0
runtime,utf8-strings,native,8,0.017951,0
