stage,iteration,elapsed_seconds,peak_rss_bytes,status
b2-b3,1,1.06,64380928,0
b3-b4,1,1.03,64466944,0
b2-b3,2,1.03,64446464,0
b3-b4,2,1.03,64479232,0
b2-b3,3,1.03,64229376,0
b3-b4,3,1.03,64315392,0
b2-b3,4,1.03,64487424,0
b3-b4,4,1.06,64507904,0
b2-b3,5,1.06,64380928,0
b3-b4,5,1.03,64225280,0
b2-b3,6,1.03,64348160,0
b3-b4,6,1.06,64380928,0
b2-b3,7,1.03,64319488,0
b3-b4,7,1.03,64385024,0
