case	candidate	metric	median	maximum_observation	maximum_median_ratio	maximum_ratio	status
n-body	baseline	walltime	0.265954	0.26643128999998567	1.001795	2.00	pass
n-body	baseline	cputime	0.2636	0.263932	1.001259	2.00	pass
n-body	baseline	memory	524288	524288	1.000000	2.00	pass
n-body	candidate	walltime	0.233486	0.23433301000000029	1.003628	2.00	pass
n-body	candidate	cputime	0.231393	0.231768	1.001621	2.00	pass
n-body	candidate	memory	524288	524288	1.000000	2.00	pass
