case	candidate	metric	median	maximum_observation	maximum_median_ratio	maximum_ratio	status
fannkuch-redux	baseline	walltime	0.514586	0.5150207970000338	1.000845	2.00	pass
fannkuch-redux	baseline	cputime	0.512506	0.512659	1.000299	2.00	pass
fannkuch-redux	baseline	memory	430080	442368	1.028571	2.00	pass
fannkuch-redux	candidate	walltime	0.514586	0.46871080599999004	0.910850	2.00	pass
fannkuch-redux	candidate	cputime	0.512506	0.46646	0.910155	2.00	pass
fannkuch-redux	candidate	memory	430080	438272	1.019048	2.00	pass
