stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,1.35,64569344,0,1.35
b3-b4,1,1.38,64663552,0,1.37
b2-b3,2,1.37,64839680,0,1.36
b3-b4,2,1.35,64716800,0,1.35
b2-b3,3,1.35,64724992,0,1.35
b3-b4,3,1.35,64708608,0,1.35
b2-b3,4,1.43,64831488,0,1.43
b3-b4,4,1.38,64692224,0,1.38
b2-b3,5,1.43,64733184,0,1.43
b3-b4,5,1.35,64733184,0,1.34
b2-b3,6,1.35,64729088,0,1.34
b3-b4,6,1.38,64839680,0,1.37
b2-b3,7,1.38,64700416,0,1.37
b3-b4,7,1.35,64839680,0,1.35
