stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,0.99,64229376,0,0.99
b3-b4,1,1.00,64233472,0,1.00
b2-b3,2,1.02,64245760,0,1.02
b3-b4,2,1.02,64249856,0,1.01
b2-b3,3,1.05,64249856,0,1.04
b3-b4,3,1.02,64454656,0,1.01
b2-b3,4,1.00,64376832,0,0.99
b3-b4,4,0.96,64552960,0,0.96
b2-b3,5,1.00,64413696,0,1.00
b3-b4,5,0.99,64512000,0,0.98
b2-b3,6,0.98,64356352,0,0.98
b3-b4,6,0.99,64356352,0,0.99
b2-b3,7,0.96,64253952,0,0.95
b3-b4,7,0.96,64249856,0,0.95
