candidate	kind	bytes	sha256
typerb-native	raw	19176	659b7b680e48e9cc055211e54815a18fadcf2f0ac68cad815a192a6191a5ef3a
typerb-native	stripped	19168	15517a3511964b99844f826cc26a393bca637bd29a848335e8f2b582a6019e6f
typerb-go	raw	2808836	d7b3cc63f16286227d7182a6a7a1b149050d3b31c30764d62696e7ee37456bb6
typerb-go	stripped	1887832	3e18149bf1175a6ec662db91173318e8a8ce806c9fa0febef173127b4ed52150
