case	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	artifact_bytes_median	artifact_bytes_min	artifact_bytes_max	artifact_variant_count	artifact_reproducible	artifact_sha256	status
fannkuch-redux	typerb-native	11	11	0.150626	0.052509	78168064	18512	18512	18512	1	true	b37acdb7ee3f7f9ab5aa98c6eaa59cf8308cb5cae8d6b050b29086c46f1b927b	pass
fannkuch-redux	typerb-go	11	11	0.389	0.322228	159309824	2808692	2808692	2808836	11	false		pass
