case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
fannkuch-redux	four-core	typerb-native	11	11	84.8645	84.856	524288	pass
fannkuch-redux	four-core	typerb-go	11	11	45.9789	46.0873	4120576	pass
fannkuch-redux	four-core	c	11	11	27.4056	27.4014	679936	pass
fannkuch-redux	four-core	cpp	11	11	24.9823	24.9786	679936	pass
fannkuch-redux	four-core	go	11	11	24.6373	24.7001	3747840	pass
fannkuch-redux	four-core	rust	11	11	6.3125	24.8273	1982464	pass
fannkuch-redux	four-core	java	11	11	24.0055	23.9831	51859456	pass
