candidate	kind	bytes	sha256
typerb-native	raw	19080	216007e307cbb8b9bd856fd1051a0039f0c7e02adaa07f78571bb449d0adf968
typerb-native	stripped	19072	12432acd2c40d8a7236b296a5dac76d7b13da21b55e60de61121a5f962bb5ca1
typerb-go	raw	2808692	e948912862feca1cf80a25fede302afdb26199f27ba09cb6c8d805a4ffe129c8
typerb-go	stripped	1887832	e2aa912d68ff82c9206d8c8b7fc4660951ace180dcabb8b7025fffdb821b227c
