case	candidate	metric	median	maximum_observation	maximum_median_ratio	maximum_ratio	status
fannkuch-redux	baseline	walltime	0.514226	0.5148312919999967	1.001177	2.00	pass
fannkuch-redux	baseline	cputime	0.512264	0.512922	1.001284	2.00	pass
fannkuch-redux	baseline	memory	524288	524288	1.000000	2.00	pass
fannkuch-redux	candidate	walltime	0.514291	0.514949573000024	1.001281	2.00	pass
fannkuch-redux	candidate	cputime	0.512306	0.512868	1.001097	2.00	pass
fannkuch-redux	candidate	memory	524288	524288	1.000000	2.00	pass
