candidate	kind	bytes	sha256
typerb-native	raw	19552	390ecd6af0e251a563203920dfc04598cd4269f45f0a0ccf16c3586dc47e3c8b
typerb-native	stripped	19544	88ce1bd0e274d8c7d63dcd42c560afc1ac74d30f2cc57b4ef419bab94e9e2f0c
typerb-go	raw	2809882	a0339a107fac47cbf116f8b75805f37c7ef3fece52a3e8dadee862dcea065362
typerb-go	stripped	1887832	e24cf6c101cdeeec08117abbb4061efeeac024e3413633bfd397140d7d067260
