case	candidate	metric	median	maximum_observation	maximum_median_ratio	maximum_ratio	status
spectral-norm	baseline	walltime	8.32422	8.326359962999959	1.000257	2.00	pass
spectral-norm	baseline	cputime	8.32153	8.32257	1.000125	2.00	pass
spectral-norm	baseline	memory	1454080	1568768	1.078873	2.00	pass
spectral-norm	candidate	walltime	8.32323	8.327732198000035	1.000541	2.00	pass
spectral-norm	candidate	cputime	8.32087	8.322371	1.000180	2.00	pass
spectral-norm	candidate	memory	1462272	1499136	1.025210	2.00	pass
