stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,0.92,64376832,0,0.92
b3-b4,1,0.91,64405504,0,0.90
b2-b3,2,0.93,64380928,0,0.92
b3-b4,2,0.93,64364544,0,0.93
b2-b3,3,0.95,64315392,0,0.95
b3-b4,3,0.93,64417792,0,0.92
b2-b3,4,0.93,64233472,0,0.93
b3-b4,4,0.92,64249856,0,0.90
b2-b3,5,0.92,64466944,0,0.91
b3-b4,5,0.91,64237568,0,0.91
b2-b3,6,0.91,64385024,0,0.90
b3-b4,6,0.93,64249856,0,0.92
b2-b3,7,0.92,64380928,0,0.91
b3-b4,7,0.92,64253952,0,0.92
