name	artifact_id	archive_bytes	github_sha256
benchmarksgame-runtime-fannkuch-redux	9795122502	392471	585e61866a2b4228af667f9322449cf32d26e6c11624abc1d75705677c4babca
benchmarksgame-runtime-n-body	9791388014	388279	d00a30d420fa93061d6ed6ba0d8eb05fc1240110da7c3665f7ed7b64498c3743
benchmarksgame-runtime-spectral-norm	9791107605	386294	be45f7c88c30afd22b079a49772b8641d97e49d79ccd79d6ad0448fe0ba9a55b
