stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,1.15,64622592,0,1.14
b3-b4,1,1.15,64622592,0,1.15
b2-b3,2,1.13,64491520,0,1.13
b3-b4,2,1.15,64479232,0,1.14
b2-b3,3,1.14,64524288,0,1.14
b3-b4,3,1.13,64610304,0,1.12
b2-b3,4,1.13,64503808,0,1.13
b3-b4,4,1.13,64483328,0,1.13
b2-b3,5,1.15,64671744,0,1.15
b3-b4,5,1.15,64528384,0,1.15
b2-b3,6,1.14,64610304,0,1.14
b3-b4,6,1.16,64573440,0,1.16
b2-b3,7,1.16,64704512,0,1.15
b3-b4,7,1.16,64454656,0,1.15
