stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,1.19,64446464,0,1.19
b3-b4,1,1.20,64675840,0,1.19
b2-b3,2,1.23,64573440,0,1.22
b3-b4,2,1.17,64557056,0,1.17
b2-b3,3,1.20,64540672,0,1.19
b3-b4,3,1.20,64524288,0,1.19
b2-b3,4,1.19,64409600,0,1.18
b3-b4,4,1.18,64589824,0,1.17
b2-b3,5,1.19,64720896,0,1.18
b3-b4,5,1.19,64540672,0,1.18
b2-b3,6,1.19,64368640,0,1.19
b3-b4,6,1.19,64733184,0,1.18
b2-b3,7,1.19,64589824,0,1.18
b3-b4,7,1.18,64733184,0,1.17
