case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
n-body	one-core	typerb-native	11	11	13.2462	13.2434	524288	pass
n-body	one-core	typerb-go	11	11	6.17322	6.16531	3215360	pass
n-body	one-core	c	11	11	2.97591	2.97353	524288	pass
n-body	one-core	cpp	11	11	2.73213	2.72993	679936	pass
n-body	one-core	go	11	11	3.60129	3.59353	2641920	pass
n-body	one-core	rust	11	11	3.52761	3.52384	950272	pass
n-body	one-core	java	11	11	5.0329	4.99331	49000448	pass
