phase,round,order,role,wallSeconds,cpuSeconds,peakRssBytes,exitStatus,outputStatus,stdout,stderr
warmup,1,1,baseline,2.686625958,2.347045,2457600,0,pass,warmup-01-order-1-baseline.stdout,warmup-01-order-1-baseline.stderr
warmup,1,2,candidate,2.601423333,2.2191859999999997,2457600,0,pass,warmup-01-order-2-candidate.stdout,warmup-01-order-2-candidate.stderr
warmup,2,1,baseline,2.351125709,2.334413,2441216,0,pass,warmup-02-order-1-baseline.stdout,warmup-02-order-1-baseline.stderr
warmup,2,2,candidate,2.220496,2.199351,2572288,0,pass,warmup-02-order-2-candidate.stdout,warmup-02-order-2-candidate.stderr
retained,1,1,baseline,2.352279209,2.3353590000000004,2473984,0,pass,retained-01-order-1-baseline.stdout,retained-01-order-1-baseline.stderr
retained,1,2,candidate,2.217148833,2.198723,2457600,0,pass,retained-01-order-2-candidate.stdout,retained-01-order-2-candidate.stderr
retained,2,1,candidate,2.217595875,2.1985550000000003,2539520,0,pass,retained-02-order-1-candidate.stdout,retained-02-order-1-candidate.stderr
retained,2,2,baseline,2.347178417,2.330071,2441216,0,pass,retained-02-order-2-baseline.stdout,retained-02-order-2-baseline.stderr
retained,3,1,baseline,2.369679959,2.3438149999999998,2473984,0,pass,retained-03-order-1-baseline.stdout,retained-03-order-1-baseline.stderr
retained,3,2,candidate,2.213135958,2.19525,2441216,0,pass,retained-03-order-2-candidate.stdout,retained-03-order-2-candidate.stderr
retained,4,1,candidate,2.218416125,2.200198,2572288,0,pass,retained-04-order-1-candidate.stdout,retained-04-order-1-candidate.stderr
retained,4,2,baseline,2.360396541,2.3376259999999998,2441216,0,pass,retained-04-order-2-baseline.stdout,retained-04-order-2-baseline.stderr
retained,5,1,baseline,2.355919167,2.3399970000000003,2441216,0,pass,retained-05-order-1-baseline.stdout,retained-05-order-1-baseline.stderr
retained,5,2,candidate,2.215525083,2.1972660000000004,2670592,0,pass,retained-05-order-2-candidate.stdout,retained-05-order-2-candidate.stderr
retained,6,1,candidate,2.213206291,2.1968959999999997,2424832,0,pass,retained-06-order-1-candidate.stdout,retained-06-order-1-candidate.stderr
retained,6,2,baseline,2.365059875,2.340851,2424832,0,pass,retained-06-order-2-baseline.stdout,retained-06-order-2-baseline.stderr
retained,7,1,baseline,2.348453041,2.3306270000000002,2441216,0,pass,retained-07-order-1-baseline.stdout,retained-07-order-1-baseline.stderr
retained,7,2,candidate,2.222229291,2.202883,2473984,0,pass,retained-07-order-2-candidate.stdout,retained-07-order-2-candidate.stderr
