case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
fannkuch-redux	one-core	typerb-native	11	11	84.868	84.8576	524288	pass
fannkuch-redux	one-core	typerb-go	11	11	45.9831	45.9738	3022848	pass
fannkuch-redux	one-core	c	11	11	27.4857	27.4801	524288	pass
fannkuch-redux	one-core	cpp	11	11	24.9779	24.9737	696320	pass
fannkuch-redux	one-core	go	11	11	24.6288	24.6208	2641920	pass
fannkuch-redux	one-core	rust	11	11	24.8743	24.8684	1212416	pass
fannkuch-redux	one-core	java	11	11	24.562	24.4927	49262592	pass
