case	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	artifact_bytes_median	artifact_bytes_min	artifact_bytes_max	artifact_variant_count	artifact_reproducible	artifact_sha256	status
fannkuch-redux	typerb-native	11	11	0.158973	0.056306	78147584	19080	19080	19080	1	true	216007e307cbb8b9bd856fd1051a0039f0c7e02adaa07f78571bb449d0adf968	pass
fannkuch-redux	typerb-go	11	11	0.393291	0.345209	159551488	2808692	2808692	2808836	11	false		pass
