candidate	kind	bytes	sha256
typerb-native	raw	19080	216007e307cbb8b9bd856fd1051a0039f0c7e02adaa07f78571bb449d0adf968
typerb-native	stripped	19072	12432acd2c40d8a7236b296a5dac76d7b13da21b55e60de61121a5f962bb5ca1
typerb-go	raw	2808692	5a50f35f6c5fe48ec902eb9169424351f125b3e24fd728046c9eb89069f3dce9
typerb-go	stripped	1887832	b3e7b2ef5a756ee2e6eb4c8e25852fecf0d6c8c8015e25ab84d6eeccb881d37c
