name	artifact_id	archive_bytes	github_sha256
benchmarksgame-runtime-fannkuch-redux	9873901677	392640	fa706eb8b150b5d694f1fa9520a2c09f85108d09c1037e184f92be69b311a8aa
benchmarksgame-runtime-n-body	9871346454	388436	43843908f87ac3b73470aa8d48b325906de4309d26d6ae42a2a0c06bb34f3276
benchmarksgame-runtime-spectral-norm	9871167760	386413	c26386abe6a543080ecbdad7a2785feea8e68ae0a1526973194335a67c52f75f
