case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
fannkuch-redux	four-core	typerb-native	11	11	84.8572	84.8484	524288	pass
fannkuch-redux	four-core	typerb-go	11	11	46.1058	46.2092	4075520	pass
fannkuch-redux	four-core	c	11	11	27.4068	27.4036	524288	pass
fannkuch-redux	four-core	cpp	11	11	24.9789	24.9758	675840	pass
fannkuch-redux	four-core	go	11	11	24.6244	24.677	3551232	pass
fannkuch-redux	four-core	rust	11	11	6.30923	24.8271	1978368	pass
fannkuch-redux	four-core	java	11	11	23.9445	23.9165	51748864	pass
