stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,1.15,64360448,0,1.15
b3-b4,1,1.15,64532480,0,1.15
b2-b3,2,1.15,64487424,0,1.15
b3-b4,2,1.17,64622592,0,1.17
b2-b3,3,1.16,64442368,0,1.16
b3-b4,3,1.15,64540672,0,1.14
b2-b3,4,1.15,64466944,0,1.14
b3-b4,4,1.15,64475136,0,1.15
b2-b3,5,1.15,64204800,0,1.14
b3-b4,5,1.15,64622592,0,1.15
b2-b3,6,1.16,64524288,0,1.16
b3-b4,6,1.17,64475136,0,1.17
b2-b3,7,1.16,64540672,0,1.15
b3-b4,7,1.16,64356352,0,1.16
