stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,0.94,64294912,0,0.93
b3-b4,1,0.93,64356352,0,0.93
b2-b3,2,0.98,64409600,0,0.98
b3-b4,2,0.95,64249856,0,0.94
b2-b3,3,1.06,64401408,0,1.06
b3-b4,3,0.99,64466944,0,0.98
b2-b3,4,0.98,64405504,0,0.97
b3-b4,4,0.98,64380928,0,0.98
b2-b3,5,0.96,64405504,0,0.95
b3-b4,5,0.98,64274432,0,0.98
b2-b3,6,0.96,64380928,0,0.96
b3-b4,6,0.96,64380928,0,0.96
b2-b3,7,0.93,64258048,0,0.92
b3-b4,7,0.97,64233472,0,0.97
