name	artifact_id	archive_bytes	github_sha256
benchmarksgame-build-fannkuch-redux	9961614730	2506415	2c3c2386459229eb90ac3aa73aa8500f61b94981d8fcabbb64e098985fd54747
benchmarksgame-build-n-body	9961616081	2520065	15c2cf906896ff9d1f7e0c55af7e7e33e6276bc519d9d21946e150806b6927e1
benchmarksgame-build-spectral-norm	9961615219	2507465	16728231ff9788554db84d3e0cb8165eb7a1e22a8e9ee7e53a1042ffd52ce0eb
