stage,iteration,elapsed_seconds,peak_rss_bytes,status
b2-b3,1,0.91,64249856,0
b3-b4,1,0.89,64258048,0
b2-b3,2,0.90,64319488,0
b3-b4,2,0.91,64385024,0
b2-b3,3,0.93,64438272,0
b3-b4,3,0.89,64368640,0
b2-b3,4,0.89,64389120,0
b3-b4,4,0.90,64249856,0
b2-b3,5,0.89,64405504,0
b3-b4,5,0.89,64249856,0
b2-b3,6,0.89,64446464,0
b3-b4,6,0.91,64249856,0
b2-b3,7,0.89,64253952,0
b3-b4,7,0.89,64253952,0
