candidate	kind	bytes	sha256
typerb-native	raw	19888	b6176567ebb482884ffede52cce7878ba67f4484f7f1060de34eeda1f572cf22
typerb-native	stripped	19880	ac38a573bed756dbdbc14bef1f8da83f644fdc49dffb4ccec4531a428a494b29
typerb-go	raw	2809898	72c92affde8c466a2679473eafea83646da7edfd532e0484c590350e91b80548
typerb-go	stripped	1887832	72edf1e4b3007682619171e3f54efbcd56b0cb84442362133a47bbc07fdb3e49
