stage,iteration,elapsed_seconds,peak_rss_bytes,status
b2-b3,1,1.04,64327680,0
b3-b4,1,1.07,64577536,0
b2-b3,2,1.06,64536576,0
b3-b4,2,1.06,64434176,0
b2-b3,3,1.06,64393216,0
b3-b4,3,1.05,64315392,0
b2-b3,4,1.07,64380928,0
b3-b4,4,1.07,64442368,0
b2-b3,5,1.05,64380928,0
b3-b4,5,1.07,64380928,0
b2-b3,6,1.07,64380928,0
b3-b4,6,1.07,64409600,0
b2-b3,7,1.06,64356352,0
b3-b4,7,1.07,64380928,0
