candidate	kind	bytes	sha256
typerb-native	raw	23104	9fc27cf944245b13bc8edbf1e5750fb32156a13a8284c3efa056160e7f90d2b7
typerb-native	stripped	23096	aac25996ed67269c2386591846c01d5bd43a5b880dc78c5d7a27cd9921519582
typerb-go	raw	2817378	f6a9dccf7908fbc135e26a7d23d41e62cc36b9c7d5b43780d6288c84b6c4d7d2
typerb-go	stripped	1887832	7fec44e0a9d8cb27efc999519c3c32c921f53611e7c37259432d5de820c664f0
