stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,3.29,41074688,0,3.06
b3-b4,1,2.98,40878080,0,2.69
b2-b3,2,2.81,41353216,0,2.66
b3-b4,2,2.72,41074688,0,2.61
b2-b3,3,2.50,41238528,0,2.50
b3-b4,3,2.73,41353216,0,2.71
b2-b3,4,2.96,41156608,0,2.71
b3-b4,4,2.39,41172992,0,2.32
b2-b3,5,2.48,41222144,0,2.41
b3-b4,5,2.71,41304064,0,2.60
b2-b3,6,2.10,41435136,0,2.01
b3-b4,6,2.10,41271296,0,1.99
b2-b3,7,2.21,41304064,0,2.09
b3-b4,7,2.04,41287680,0,2.00
