case	candidate	metric	median	maximum_observation	maximum_median_ratio	maximum_ratio	status
spectral-norm	baseline	walltime	3.59727	3.599474986000132	1.000613	2.00	pass
spectral-norm	baseline	cputime	3.59504	3.597155	1.000588	2.00	pass
spectral-norm	baseline	memory	1220608	1363968	1.117450	2.00	pass
spectral-norm	candidate	walltime	3.59727	3.331934057000126	0.926240	2.00	pass
spectral-norm	candidate	cputime	3.59504	3.32982	0.926226	2.00	pass
spectral-norm	candidate	memory	1220608	1380352	1.130872	2.00	pass
