case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
fannkuch-redux	four-core	typerb-native	11	11	202.303	202.284	524288	pass
fannkuch-redux	four-core	typerb-go	11	11	53.5534	53.6661	4149248	pass
fannkuch-redux	four-core	c	11	11	27.4814	27.4779	692224	pass
fannkuch-redux	four-core	cpp	11	11	24.9795	24.9756	696320	pass
fannkuch-redux	four-core	go	11	11	24.636	24.6846	3694592	pass
fannkuch-redux	four-core	rust	11	11	6.30898	24.8176	1986560	pass
fannkuch-redux	four-core	java	11	11	23.9933	23.973	51916800	pass
