case	candidate	metric	median	maximum_observation	maximum_median_ratio	maximum_ratio	status
spectral-norm	baseline	walltime	6.00765	6.012148846999992	1.000749	2.00	pass
spectral-norm	baseline	cputime	6.00471	6.008189	1.000579	2.00	pass
spectral-norm	baseline	memory	1204224	1257472	1.044218	2.00	pass
spectral-norm	candidate	walltime	5.45203	5.461232330999962	1.001688	2.00	pass
spectral-norm	candidate	cputime	5.44871	5.458575	1.001811	2.00	pass
spectral-norm	candidate	memory	1204224	1327104	1.102041	2.00	pass
