stage,iteration,elapsed_seconds,peak_rss_bytes,status
b2-b3,1,0.92,64241664,0
b3-b4,1,0.94,64516096,0
b2-b3,2,0.91,64385024,0
b3-b4,2,0.92,64368640,0
b2-b3,3,0.92,64425984,0
b3-b4,3,0.91,64249856,0
b2-b3,4,0.93,64319488,0
b3-b4,4,0.95,64352256,0
b2-b3,5,0.93,64516096,0
b3-b4,5,0.92,64385024,0
b2-b3,6,0.91,64335872,0
b3-b4,6,0.91,64450560,0
b2-b3,7,0.91,64512000,0
b3-b4,7,0.91,64241664,0
