candidate	kind	bytes	sha256
typerb-native	raw	18888	ca107a45b1829880deaa5ce037c1db074e27b8289444aeb8a2a6deef0be759e2
typerb-native	stripped	18880	7d013405c712ee0c0db581d1960727e062b1e9576b504772ff4ebe8b27ba551f
typerb-go	raw	2808692	e59694f8806d134fab2fb83c48d2e20e79238f267fcf3f54d92b9770dfcbe179
typerb-go	stripped	1887832	348070c29f05cc619102594f3040d230bffbe80f232455a7d625c8f2ab82b11a
