case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
fannkuch-redux	one-core	typerb-native	11	11	84.8518	84.8501	524288	pass
fannkuch-redux	one-core	typerb-go	11	11	46.1186	46.1128	3026944	pass
fannkuch-redux	one-core	c	11	11	27.4824	27.48	524288	pass
fannkuch-redux	one-core	cpp	11	11	24.9605	24.9591	684032	pass
fannkuch-redux	one-core	go	11	11	24.6002	24.5916	2899968	pass
fannkuch-redux	one-core	rust	11	11	24.8731	24.8711	1208320	pass
fannkuch-redux	one-core	java	11	11	24.4693	24.4288	49881088	pass
