stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,0.92,64237568,0,0.92
b3-b4,1,0.99,64356352,0,0.98
b2-b3,2,0.92,64380928,0,0.92
b3-b4,2,0.92,64290816,0,0.91
b2-b3,3,0.92,64253952,0,0.91
b3-b4,3,0.92,64339968,0,0.92
b2-b3,4,0.93,64253952,0,0.92
b3-b4,4,0.91,64221184,0,0.91
b2-b3,5,0.93,64385024,0,0.92
b3-b4,5,0.92,64421888,0,0.91
b2-b3,6,0.93,64372736,0,0.93
b3-b4,6,0.93,64385024,0,0.92
b2-b3,7,0.92,64499712,0,0.92
b3-b4,7,0.92,64315392,0,0.91
