label,wall_precise,status,stdout_sha256,wall,cpu,rss,phase,round,role,kind,case,size
candidate-self-build,1.6461973751429468,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1.63,1.6099999999999999,40058880,retained,5,candidate,self-build,compiler,349256
baseline-self-build,1.5875005410052836,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1.57,1.5499999999999998,40517632,retained,5,baseline,self-build,compiler,349240
same_feature-spectral-build,0.14530504192225635,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.13,0.11000000000000001,39583744,retained,5,same_feature,app-build,spectral,50984
candidate-spectral-build,0.12652387493290007,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.11,0.1,39567360,retained,5,candidate,app-build,spectral,50984
baseline-spectral-build,0.12884891708381474,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.12,0.11,39813120,retained,5,baseline,app-build,spectral,50984
same_feature-spectral-100,0.01671475009061396,0,a95e11fa07f7b196ef488e73f67afbbbc16cf6a2c6de5f8d54ea49821fe604e6,0.0,0.0,1474560,retained,5,same_feature,runtime,spectral100,
candidate-spectral-100,0.01713725016452372,0,a95e11fa07f7b196ef488e73f67afbbbc16cf6a2c6de5f8d54ea49821fe604e6,0.01,0.0,1474560,retained,5,candidate,runtime,spectral100,
baseline-spectral-100,0.016737625002861023,0,a95e11fa07f7b196ef488e73f67afbbbc16cf6a2c6de5f8d54ea49821fe604e6,0.01,0.0,1474560,retained,5,baseline,runtime,spectral100,
same_feature-spectral-5500,2.298111207783222,0,f9d5b5e3eb7657cf1bbba4cc856651864df9cd9fd9a6be9b9bc5fcbb67150deb,2.28,2.21,2539520,retained,5,same_feature,runtime,spectral5500,
candidate-spectral-5500,2.2901928341016173,0,f9d5b5e3eb7657cf1bbba4cc856651864df9cd9fd9a6be9b9bc5fcbb67150deb,2.28,2.21,2424832,retained,5,candidate,runtime,spectral5500,
baseline-spectral-5500,2.233270625118166,0,f9d5b5e3eb7657cf1bbba4cc856651864df9cd9fd9a6be9b9bc5fcbb67150deb,2.22,2.2,2441216,retained,5,baseline,runtime,spectral5500,
same_feature-integer-build,0.11840520799160004,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.11,0.1,39698432,retained,5,same_feature,app-build,integer,50952
candidate-integer-build,0.10109945898875594,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.09,0.09,39600128,retained,5,candidate,app-build,integer,50952
baseline-integer-build,0.11650154180824757,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.1,0.1,39600128,retained,5,baseline,app-build,integer,50952
same_feature-integer-,0.07752100005745888,0,9fd097355fb6760a1f6b0a5ebb7648aff35896da9dccaeea40e03f72eaa94ece,0.06,0.06,2260992,retained,5,same_feature,runtime,integer,
candidate-integer-,0.0794321671128273,0,9fd097355fb6760a1f6b0a5ebb7648aff35896da9dccaeea40e03f72eaa94ece,0.07,0.06,2260992,retained,5,candidate,runtime,integer,
baseline-integer-,0.0820773751474917,0,9fd097355fb6760a1f6b0a5ebb7648aff35896da9dccaeea40e03f72eaa94ece,0.07,0.06,2260992,retained,5,baseline,runtime,integer,
same_feature-float-build,0.12694575008936226,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.11,0.11,40108032,retained,5,same_feature,app-build,float,50952
candidate-float-build,0.1274282089434564,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.11,0.12,39747584,retained,5,candidate,app-build,float,50952
baseline-float-build,0.11744741606526077,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.1,0.11,39567360,retained,5,baseline,app-build,float,50952
same_feature-float-,0.06938441703096032,0,420002158111bff8adb3347d84029e480f45e60e1869b454b6adac3345f9f7d4,0.06,0.05,1409024,retained,5,same_feature,runtime,float,
candidate-float-,0.06972308293916285,0,420002158111bff8adb3347d84029e480f45e60e1869b454b6adac3345f9f7d4,0.06,0.05,1409024,retained,5,candidate,runtime,float,
baseline-float-,0.07178850006312132,0,420002158111bff8adb3347d84029e480f45e60e1869b454b6adac3345f9f7d4,0.06,0.05,1409024,retained,5,baseline,runtime,float,
candidate-self-build,1.6501352079212666,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1.63,1.6199999999999999,40353792,retained,6,candidate,self-build,compiler,349256
baseline-self-build,1.582890500081703,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1.57,1.5599999999999998,40566784,retained,6,baseline,self-build,compiler,349240
same_feature-self-build,1.6452992500271648,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1.63,1.6099999999999999,40304640,retained,6,same_feature,self-build,compiler,349256
candidate-spectral-build,0.12848120811395347,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.12,0.11,39583744,retained,6,candidate,app-build,spectral,50984
baseline-spectral-build,0.119549292139709,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.11,0.11,39321600,retained,6,baseline,app-build,spectral,50984
same_feature-spectral-build,0.1321355840191245,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.12,0.11,39436288,retained,6,same_feature,app-build,spectral,50984
candidate-spectral-100,0.01771920803003013,0,a95e11fa07f7b196ef488e73f67afbbbc16cf6a2c6de5f8d54ea49821fe604e6,0.01,0.0,1474560,retained,6,candidate,runtime,spectral100,
baseline-spectral-100,0.01882704207673669,0,a95e11fa07f7b196ef488e73f67afbbbc16cf6a2c6de5f8d54ea49821fe604e6,0.0,0.0,1490944,retained,6,baseline,runtime,spectral100,
same_feature-spectral-100,0.01651083305478096,0,a95e11fa07f7b196ef488e73f67afbbbc16cf6a2c6de5f8d54ea49821fe604e6,0.0,0.0,1474560,retained,6,same_feature,runtime,spectral100,
candidate-spectral-5500,2.223761667031795,0,f9d5b5e3eb7657cf1bbba4cc856651864df9cd9fd9a6be9b9bc5fcbb67150deb,2.21,2.19,2637824,retained,6,candidate,runtime,spectral5500,
baseline-spectral-5500,2.2613562080077827,0,f9d5b5e3eb7657cf1bbba4cc856651864df9cd9fd9a6be9b9bc5fcbb67150deb,2.25,2.2,2441216,retained,6,baseline,runtime,spectral5500,
same_feature-spectral-5500,2.2368201250210404,0,f9d5b5e3eb7657cf1bbba4cc856651864df9cd9fd9a6be9b9bc5fcbb67150deb,2.22,2.19,2408448,retained,6,same_feature,runtime,spectral5500,
candidate-integer-build,0.13368629198521376,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.12,0.1,39469056,retained,6,candidate,app-build,integer,50952
baseline-integer-build,0.11879008286632597,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.11,0.1,39518208,retained,6,baseline,app-build,integer,50952
same_feature-integer-build,0.11387662496417761,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.1,0.1,39583744,retained,6,same_feature,app-build,integer,50952
candidate-integer-,0.07699337508529425,0,9fd097355fb6760a1f6b0a5ebb7648aff35896da9dccaeea40e03f72eaa94ece,0.06,0.06,2260992,retained,6,candidate,runtime,integer,
baseline-integer-,0.08000854100100696,0,9fd097355fb6760a1f6b0a5ebb7648aff35896da9dccaeea40e03f72eaa94ece,0.07,0.06,2244608,retained,6,baseline,runtime,integer,
same_feature-integer-,0.08477154187858105,0,9fd097355fb6760a1f6b0a5ebb7648aff35896da9dccaeea40e03f72eaa94ece,0.07,0.06,2260992,retained,6,same_feature,runtime,integer,
candidate-float-build,0.1274399170652032,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.11,0.09,39583744,retained,6,candidate,app-build,float,50952
baseline-float-build,0.1290202911477536,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.12,0.1,39600128,retained,6,baseline,app-build,float,50952
same_feature-float-build,0.11975445807911456,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.11,0.1,39272448,retained,6,same_feature,app-build,float,50952
candidate-float-,0.07258370891213417,0,420002158111bff8adb3347d84029e480f45e60e1869b454b6adac3345f9f7d4,0.06,0.05,1409024,retained,6,candidate,runtime,float,
baseline-float-,0.07122137490659952,0,420002158111bff8adb3347d84029e480f45e60e1869b454b6adac3345f9f7d4,0.06,0.05,1409024,retained,6,baseline,runtime,float,
same_feature-float-,0.07219779212027788,0,420002158111bff8adb3347d84029e480f45e60e1869b454b6adac3345f9f7d4,0.06,0.05,1409024,retained,6,same_feature,runtime,float,
baseline-self-build,1.7708812919445336,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1.76,1.64,40419328,retained,7,baseline,self-build,compiler,349240
same_feature-self-build,1.8517301250249147,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1.84,1.69,40026112,retained,7,same_feature,self-build,compiler,349256
candidate-self-build,1.6518602499272674,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1.64,1.6199999999999999,40386560,retained,7,candidate,self-build,compiler,349256
baseline-spectral-build,0.13393470901064575,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.12,0.11,39796736,retained,7,baseline,app-build,spectral,50984
same_feature-spectral-build,0.13312762510031462,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.12,0.12,39747584,retained,7,same_feature,app-build,spectral,50984
candidate-spectral-build,0.13012250000610948,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.12,0.11,39698432,retained,7,candidate,app-build,spectral,50984
baseline-spectral-100,0.018280124990269542,0,a95e11fa07f7b196ef488e73f67afbbbc16cf6a2c6de5f8d54ea49821fe604e6,0.01,0.0,1474560,retained,7,baseline,runtime,spectral100,
same_feature-spectral-100,0.016508833039551973,0,a95e11fa07f7b196ef488e73f67afbbbc16cf6a2c6de5f8d54ea49821fe604e6,0.0,0.0,1474560,retained,7,same_feature,runtime,spectral100,
candidate-spectral-100,0.01742499996908009,0,a95e11fa07f7b196ef488e73f67afbbbc16cf6a2c6de5f8d54ea49821fe604e6,0.01,0.0,1507328,retained,7,candidate,runtime,spectral100,
baseline-spectral-5500,2.272360916947946,0,f9d5b5e3eb7657cf1bbba4cc856651864df9cd9fd9a6be9b9bc5fcbb67150deb,2.26,2.2,2424832,retained,7,baseline,runtime,spectral5500,
same_feature-spectral-5500,2.244694125140086,0,f9d5b5e3eb7657cf1bbba4cc856651864df9cd9fd9a6be9b9bc5fcbb67150deb,2.23,2.21,2424832,retained,7,same_feature,runtime,spectral5500,
candidate-spectral-5500,2.258402709150687,0,f9d5b5e3eb7657cf1bbba4cc856651864df9cd9fd9a6be9b9bc5fcbb67150deb,2.25,2.21,2457600,retained,7,candidate,runtime,spectral5500,
baseline-integer-build,0.12951812497340143,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.11,0.09,39895040,retained,7,baseline,app-build,integer,50952
same_feature-integer-build,0.1269352501258254,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.11,0.1,39337984,retained,7,same_feature,app-build,integer,50952
candidate-integer-build,0.11893475009128451,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.11,0.09,39485440,retained,7,candidate,app-build,integer,50952
baseline-integer-,0.07865420798771083,0,9fd097355fb6760a1f6b0a5ebb7648aff35896da9dccaeea40e03f72eaa94ece,0.06,0.06,2260992,retained,7,baseline,runtime,integer,
same_feature-integer-,0.0775429168716073,0,9fd097355fb6760a1f6b0a5ebb7648aff35896da9dccaeea40e03f72eaa94ece,0.06,0.06,2260992,retained,7,same_feature,runtime,integer,
candidate-integer-,0.08113104198127985,0,9fd097355fb6760a1f6b0a5ebb7648aff35896da9dccaeea40e03f72eaa94ece,0.06,0.06,2260992,retained,7,candidate,runtime,integer,
baseline-float-build,0.12612574989907444,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.11,0.09,39337984,retained,7,baseline,app-build,float,50952
same_feature-float-build,0.11621795780956745,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.1,0.1,39534592,retained,7,same_feature,app-build,float,50952
candidate-float-build,0.11420800001360476,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.1,0.1,39976960,retained,7,candidate,app-build,float,50952
baseline-float-,0.0712879579514265,0,420002158111bff8adb3347d84029e480f45e60e1869b454b6adac3345f9f7d4,0.06,0.05,1409024,retained,7,baseline,runtime,float,
same_feature-float-,0.07093850011005998,0,420002158111bff8adb3347d84029e480f45e60e1869b454b6adac3345f9f7d4,0.06,0.05,1409024,retained,7,same_feature,runtime,float,
candidate-float-,0.0716840832028538,0,420002158111bff8adb3347d84029e480f45e60e1869b454b6adac3345f9f7d4,0.06,0.05,1409024,retained,7,candidate,runtime,float,
