stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,0.89,64249856,0,0.89
b3-b4,1,0.90,64335872,0,0.89
b2-b3,2,0.89,64253952,0,0.89
b3-b4,2,0.89,64401408,0,0.89
b2-b3,3,0.90,64376832,0,0.89
b3-b4,3,0.90,64466944,0,0.89
b2-b3,4,0.89,64253952,0,0.89
b3-b4,4,0.89,64475136,0,0.89
b2-b3,5,0.90,64245760,0,0.90
b3-b4,5,0.90,64356352,0,0.89
b2-b3,6,0.89,64315392,0,0.89
b3-b4,6,0.89,64278528,0,0.89
b2-b3,7,0.89,64360448,0,0.89
b3-b4,7,0.89,64241664,0,0.89
